Date,OCAvg,MA,Returns
2018-08-22 19:00:00,1.2920699999999998,1.2910132142857165,4.785945808212338e-05
2018-08-22 20:00:00,1.2914949999999998,1.2910725000000023,4.592079493578239e-05
2018-08-22 21:00:00,1.29155,1.2912296428571453,0.00012170756839705396
2018-08-22 22:00:00,1.291595,1.291453214285717,0.00017313115198164128
2018-08-22 23:00:00,1.291085,1.291561428571431,8.378913846002487e-05
2018-08-23 00:00:00,1.28985,1.291616071428574,4.230669952118806e-05
2018-08-23 01:00:00,1.288985,1.2914407142857167,-0.00013577490366958794
2018-08-23 02:00:00,1.28803,1.2910832142857167,-0.00027686094082489615
2018-08-23 03:00:00,1.287265,1.2906889285714311,-0.0003054380445166647
2018-08-23 04:00:00,1.287245,1.2903646428571454,-0.0002512816623272646
2018-08-23 05:00:00,1.2874849999999998,1.2900957142857166,-0.00020843456994636575
2018-08-23 06:00:00,1.287965,1.2898582142857167,-0.0001841118153627409
2018-08-23 07:00:00,1.288165,1.2896535714285737,-0.00015866789886805296
2018-08-23 08:00:00,1.287645,1.289316428571431,-0.0002614554330320635
2018-08-23 09:00:00,1.2870050000000002,1.2889546428571454,-0.0002806421098767322
2018-08-23 10:00:00,1.29088,1.2889107142857168,-3.408135441306395e-05
2018-08-23 11:00:00,1.289515,1.2887653571428597,-0.00011278154351691877
2018-08-23 12:00:00,1.287985,1.2885075000000026,-0.00020010077163764713
2018-08-23 13:00:00,1.286735,1.2881967857142882,-0.0002411718635646981
2018-08-23 14:00:00,1.2849400000000002,1.2878460714285738,-0.0002722891716718716
2018-08-23 15:00:00,1.2832649999999999,1.2874375000000025,-0.00031730209172467835
2018-08-23 16:00:00,1.28236,1.2870325000000025,-0.00031462786774830864
2018-08-23 17:00:00,1.28174,1.2866378571428594,-0.0003066770840646572
2018-08-23 18:00:00,1.2818,1.2862489285714311,-0.0003023285568181013
2018-08-23 19:00:00,1.281705,1.2858360714285737,-0.0003210291622580367
2018-08-23 20:00:00,1.2815150000000002,1.2853753571428594,-0.0003583635989832315
2018-08-23 21:00:00,1.281465,1.2848967857142881,-0.0003723896984463163
2018-08-23 22:00:00,1.28124,1.2844392857142881,-0.0003561231322929042
2018-08-23 23:00:00,1.28103,1.2840125000000024,-0.0003323291646643707
2018-08-24 00:00:00,1.28098,1.2833053571428594,-0.0005508806578497212
2018-08-24 01:00:00,1.2809249999999999,1.2826917857142879,-0.0004782323643449432
2018-08-24 02:00:00,1.281725,1.2822446428571452,-0.0003486580460173925
2018-08-24 03:00:00,1.2817450000000001,1.2818882142857166,-0.0002780110030034963
2018-08-24 04:00:00,1.28221,1.2816932142857167,-0.000152130919816162
2018-08-24 05:00:00,1.282805,1.2816603571428595,-2.563605990618265e-05
2018-08-24 06:00:00,1.283125,1.2817150000000022,4.263351990067428e-05
2018-08-24 07:00:00,1.28338,1.281832142857145,9.139122528006066e-05
2018-08-24 08:00:00,1.2836349999999999,1.2819632142857167,0.00010224796477654081
2018-08-24 09:00:00,1.28294,1.282051428571431,6.880950231306544e-05
2018-08-24 10:00:00,1.2857699999999999,1.2823553571428596,0.00023703616332994764
2018-08-24 11:00:00,1.28541,1.2826371428571453,0.00021971659988800357
2018-08-24 12:00:00,1.285365,1.282931785714288,0.00022969007392990748
2018-08-24 13:00:00,1.2851700000000001,1.2832275000000022,0.00023047227712587478
2018-08-24 14:00:00,1.28694,1.2836532142857167,0.0003316977584883144
2018-08-24 15:00:00,1.286085,1.284021785714288,0.00028708573406115276
2018-08-24 16:00:00,1.2858200000000002,1.284314285714288,0.00022777393077067537
2018-08-24 17:00:00,1.285275,1.2845664285714307,0.00019630561789041467
2018-08-24 18:00:00,1.2846700000000002,1.2847421428571448,0.0001367794339241368
2018-08-24 19:00:00,1.285135,1.2849085714285735,0.00012953400299587335
2018-08-24 20:00:00,1.2848350000000002,1.2850307142857165,9.505505278967932e-05
2018-08-26 21:00:00,1.28484,1.2851350000000021,8.115096529628231e-05
2018-08-26 22:00:00,1.2851150000000002,1.2852407142857165,8.225590149050353e-05
2018-08-26 23:00:00,1.28613,1.2854685714285736,0.00017727180955077088
2018-08-27 00:00:00,1.2858399999999999,1.2854735714285737,3.88962467636108e-06
2018-08-27 01:00:00,1.2851750000000002,1.285456785714288,-1.3058085559806818e-05
2018-08-27 02:00:00,1.285895,1.2854946428571452,2.944990904080941e-05
2018-08-27 03:00:00,1.28596,1.2855510714285736,4.3895424436829364e-05
2018-08-27 04:00:00,1.28541,1.2854417857142877,-8.501440527005804e-05
2018-08-27 05:00:00,1.2851599999999999,1.2853757142857165,-5.1401103801222464e-05
2018-08-27 06:00:00,1.284435,1.2852767857142877,-7.696767375413775e-05
2018-08-27 07:00:00,1.28427,1.285205000000002,-5.585389844297061e-05
2018-08-27 08:00:00,1.2844200000000001,1.285187142857145,-1.389448913986889e-05
2018-08-27 09:00:00,1.284525,1.2851435714285735,-3.390336374502226e-05
2018-08-27 10:00:00,1.2845650000000002,1.2851242857142877,-1.5006773891352436e-05
2018-08-27 11:00:00,1.28681,1.285265000000002,0.00010948869623520997
2018-08-27 12:00:00,1.2879649999999998,1.2854685714285734,0.00015837613921522033
2018-08-27 13:00:00,1.2882799999999999,1.2856221428571448,0.00011946014032164171
2018-08-27 14:00:00,1.289065,1.285852500000002,0.0001791634571339841
2018-08-27 15:00:00,1.2891599999999999,1.2861371428571449,0.00022134059450463952
2018-08-27 16:00:00,1.2897349999999999,1.2864114285714305,0.00021324045607641726
2018-08-27 17:00:00,1.28939,1.2866564285714308,0.00019043415435824156
