Date,OCAvg,MA,Returns
2015-03-20 05:00:00,1.476375,1.4754564285714336,7.81870954654308e-05
2015-03-20 06:00:00,1.47588,1.4755917857142908,9.17349586474776e-05
2015-03-20 07:00:00,1.47507,1.475719642857148,8.664429087303184e-05
2015-03-20 08:00:00,1.4746700000000001,1.4758525000000051,9.002466246226312e-05
2015-03-20 09:00:00,1.474595,1.4759946428571478,9.630773571478275e-05
2015-03-20 10:00:00,1.47543,1.4760100000000052,1.0404551967599388e-05
2015-03-20 11:00:00,1.47752,1.4761582142857193,0.00010041046111227308
2015-03-20 12:00:00,1.4832999999999998,1.4767060714285765,0.0003710682890466746
2015-03-20 13:00:00,1.48913,1.477620000000005,0.0006187053009626838
2015-03-20 14:00:00,1.4888400000000002,1.478520000000005,0.0006089021682377564
2015-03-20 15:00:00,1.492385,1.4795846428571477,0.0007198142267768233
2015-03-20 16:00:00,1.49744,1.4810310714285764,0.0009771134291631594
2015-03-20 17:00:00,1.497995,1.4825114285714334,0.0009990457474356228
2015-03-20 18:00:00,1.49583,1.4838900000000048,0.0009294571628358963
2015-03-20 19:00:00,1.4945249999999999,1.4851864285714333,0.0008732874919246995
2015-03-20 20:00:00,1.496155,1.4866346428571477,0.0009746309522310452
2015-03-22 21:00:00,1.49802,1.4882739285714337,0.0011020747971542848
2015-03-22 22:00:00,1.4966149999999998,1.4898414285714334,0.001052679266429422
2015-03-22 23:00:00,1.49513,1.4913082142857192,0.0009840403927135653
2015-03-23 00:00:00,1.49441,1.4926639285714334,0.0009086642328351757
2015-03-23 01:00:00,1.494145,1.4938514285714335,0.0007952412230139454
2015-03-23 02:00:00,1.49283,1.4945321428571479,0.00045557357763293256
2015-03-23 03:00:00,1.4937399999999998,1.4948614285714334,0.00022030268531018926
2015-03-23 04:00:00,1.495315,1.4953239285714337,0.0003093453739138776
2015-03-23 05:00:00,1.4942,1.4954535714285766,8.669508662824684e-05
2015-03-23 06:00:00,1.49244,1.4950964285714334,-0.0002388476091963705
2015-03-23 07:00:00,1.48944,1.494485357142862,-0.0004088006155252394
2015-03-23 08:00:00,1.486545,1.4938221428571477,-0.0004438728588697534
2015-03-23 09:00:00,1.48896,1.4934246428571476,-0.00026613134492070313
2015-03-23 10:00:00,1.4923199999999999,1.493150714285719,-0.00018343991993475183
2015-03-23 11:00:00,1.491695,1.4926989285714334,-0.00030261786209779645
2015-03-23 12:00:00,1.49052,1.4922635714285764,-0.00029170024477294246
2015-03-23 13:00:00,1.49386,1.492172857142862,-6.079156846751796e-05
2015-03-23 14:00:00,1.49349,1.492107142857148,-4.404029496213676e-05
2015-03-23 15:00:00,1.493595,1.4920678571428623,-2.6329363584845968e-05
2015-03-23 16:00:00,1.494615,1.4921953571428621,8.544822686345411e-05
2015-03-23 17:00:00,1.494665,1.4922614285714337,4.427702146580494e-05
2015-03-23 18:00:00,1.49471,1.4922182142857194,-2.8959343596642053e-05
2015-03-23 19:00:00,1.49703,1.4924203571428623,0.0001354555016388514
2015-03-23 20:00:00,1.495895,1.492667142857148,0.00016534571589485678
2015-03-23 21:00:00,1.49554,1.4931028571428624,0.00029186058457763273
2015-03-23 22:00:00,1.496925,1.493844285714291,0.0004964457361953227
2015-03-23 23:00:00,1.496115,1.4943553571428627,0.00034205976483299574
2015-03-24 00:00:00,1.4953699999999999,1.49457321428572,0.0001457760786427353
2015-03-24 01:00:00,1.494165,1.4947496428571483,0.00011803915472810588
2015-03-24 02:00:00,1.49318,1.4949396428571482,0.00012710350949415432
2015-03-24 03:00:00,1.493445,1.4949100000000055,-1.9828995223498905e-05
2015-03-24 04:00:00,1.49424,1.494963571428577,3.5835246740257984e-05
