Date,OCAvg,MA,Returns
2017-05-09 04:00:00,1684.85,1635.482142857143,0.003526360546944058
2017-05-09 05:00:00,1693.2,1641.95,0.003946910420929638
2017-05-09 08:00:00,1718.2,1650.417857142857,0.005143942707499144
2017-05-09 09:00:00,1728.45,1659.3964285714285,0.005425436400628841
2017-05-09 10:00:00,1724.8,1667.4785714285713,0.0048587090027535544
2017-05-09 11:00:00,1735.5,1675.9821428571427,0.005086699375714988
2017-05-09 21:00:00,1710.35,1682.2964285714281,0.0037604344135080685
2017-05-09 22:00:00,1720.8,1689.6428571428567,0.004357397671057385
2017-05-09 23:00:00,1725.35,1696.0749999999994,0.003799578622221282
2017-05-10 00:00:00,1723.3000000000002,1701.7071428571421,0.0033151907795595007
2017-05-10 01:00:00,1728.4499999999998,1708.3357142857135,0.0038876812139802715
2017-05-10 02:00:00,1731.4,1713.871428571428,0.003235174776312035
2017-05-10 07:00:00,1726.65,1717.0071428571423,0.001827937126633083
2017-05-10 08:00:00,1736.15,1720.5321428571424,0.002050886371074412
2017-05-10 09:00:00,1742.1999999999998,1724.6285714285711,0.0023780780298413243
2017-05-10 10:00:00,1741.85,1728.103571428571,0.0020128993675411835
2017-05-10 11:00:00,1745.75,1730.071428571428,0.0011380900939150685
2017-05-10 12:00:00,1749.85,1731.5999999999992,0.0008831407367573834
2017-05-11 03:00:00,1782.1,1735.6928571428564,0.002360838390334866
2017-05-11 04:00:00,1792.8,1739.7857142857135,0.002355277957137185
2017-05-11 05:00:00,1822.6999999999998,1747.8107142857136,0.004602031414817794
2017-05-11 07:00:00,1854.35,1757.3499999999992,0.005443008205912429
2017-05-11 08:00:00,1867.4,1767.4964285714282,0.005757105622434516
2017-05-11 09:00:00,1870.25,1777.9928571428568,0.005921021552344729
2017-05-11 10:00:00,1869.3,1788.0535714285709,0.005642518222900417
2017-05-11 11:00:00,1862.45,1797.4142857142851,0.005221486247344686
2017-05-11 12:00:00,1854.9499999999998,1806.5785714285707,0.005085640193766316
2017-05-11 13:00:00,1844.5,1814.3178571428564,0.004274796395047885
2017-05-11 14:00:00,1846.3,1821.7535714285707,0.0040899772169575846
2017-05-11 15:00:00,1853.3,1829.7142857142849,0.004360288634413348
2017-05-11 16:00:00,1861.75,1837.9999999999993,0.004518197294395136
2017-05-11 17:00:00,1859.35,1845.8214285714278,0.004246373216441832
2017-05-11 23:00:00,1829.7,1849.2214285714279,0.0018403039374755765
2017-05-12 04:00:00,1778.25,1848.1821428571423,-0.0005621705727162336
2017-05-12 05:00:00,1760.75,1843.7571428571423,-0.002397115324197931
2017-05-12 06:00:00,1775.4499999999998,1838.1214285714282,-0.0030613278399846864
2017-05-12 07:00:00,1786.3,1832.3285714285707,-0.003156485963612733
2017-05-12 08:00:00,1790.5500000000002,1826.6357142857137,-0.003111733972748096
2017-05-12 09:00:00,1807.6,1822.2285714285706,-0.0024156256057322944
2017-05-12 10:00:00,1816.2,1818.9249999999993,-0.0018145745683241408
2017-05-12 11:00:00,1812.75,1815.9107142857135,-0.0016585544119171196
2017-05-12 12:00:00,1806.35,1813.1857142857134,-0.0015017515052386128
2017-05-12 13:00:00,1783.85,1808.724999999999,-0.0024631841549740685
2017-05-12 14:00:00,1769.65,1802.7499999999993,-0.003308900353234839
2017-05-12 16:00:00,1757.75,1795.3214285714278,-0.0041292020633796125
2017-05-12 18:00:00,1746.5500000000002,1787.264285714285,-0.00449795599256127
2017-05-12 19:00:00,1703.35,1778.2392857142847,-0.00506240933072958
2017-05-12 20:00:00,1682.15,1771.3749999999993,-0.0038676282651639426
2017-05-14 21:00:00,1796.2,1773.9071428571422,0.0014284579820044558
2017-05-14 22:00:00,1792.2,1775.1035714285706,0.0006742321807798342
2017-05-14 23:00:00,1791.8000000000002,1775.496428571428,0.0002212905674875073
2017-05-15 00:00:00,1791.4499999999998,1775.5607142857136,3.6206522005520845e-05
2017-05-15 01:00:00,1788.45,1774.1928571428566,-0.0007706772783153799
2017-05-15 02:00:00,1781.4499999999998,1771.7107142857137,-0.001400006070420637
2017-05-15 03:00:00,1776.65,1769.1321428571425,-0.0014564734942696886
2017-05-15 04:00:00,1768.45,1766.4249999999997,-0.0015313814919733233
2017-05-15 05:00:00,1754.4499999999998,1764.325,-0.0011895491029551045
2017-05-15 06:00:00,1760.9499999999998,1763.7035714285714,-0.0003522809213552679
2017-05-15 07:00:00,1759.6999999999998,1763.8428571428572,7.89703082177039e-05
2017-05-15 08:00:00,1740.3000000000002,1763.3964285714285,-0.00025313200361568706
2017-05-16 00:00:00,1731.4499999999998,1765.4035714285715,0.0011375782552675794
2017-05-16 01:00:00,1726.6,1768.5785714285714,0.001796840349439994
2017-05-16 02:00:00,1728.0,1763.7071428571428,-0.002758231951706904
2017-05-16 05:00:00,1715.1,1758.1999999999996,-0.003127366578546329
2017-05-16 06:00:00,1714.8,1752.6999999999996,-0.003133102337947937
2017-05-16 07:00:00,1717.45,1747.4142857142854,-0.0030203118369225464
2017-05-16 08:00:00,1722.5500000000002,1742.7071428571423,-0.00269741085379769
2017-05-16 09:00:00,1730.35,1739.0571428571423,-0.0020966389666645284
2017-05-16 10:00:00,1735.5,1736.1178571428566,-0.0016915904466264277
2017-05-16 11:00:00,1736.45,1733.8321428571421,-0.0013174337476395642
2017-05-16 12:00:00,1738.1,1732.664285714285,-0.0006737968499927941
2017-05-16 13:00:00,1745.4,1731.5535714285706,-0.0006412496959362125
2017-05-16 14:00:00,1752.6999999999998,1731.0535714285706,-0.00028879972971040724
